event_time,user_id,video_id,watch_time,duration,watch_ratio,is_click,is_like,is_share
2022-04-28T22:05:17.661+07:00,111,4048226,2.955,61.5,0.04804878048780488,0,0,0
2022-05-03T11:56:38.492+07:00,954,1321506,0.914,71.79,0.012731578214235966,0,0,0
2022-05-03T11:39:25.705+07:00,627,1686520,1.258,10.3,0.12213592233009708,0,0,0
2022-04-27T13:08:48.777+07:00,118,423236,7.415,156.2,0.047471190781049936,1,0,0
2022-04-22T03:00:31.920+07:00,527,3359124,8.695,11.9,0.730672268907563,1,0,0
2022-05-08T08:33:20.661+07:00,176,742485,0.0,17.466,0.0,0,0,0
2022-05-04T12:18:29.569+07:00,308,354697,1.377,7.883,0.1746796904731701,0,0,0
2022-04-25T05:56:06.479+07:00,956,2283155,5.153,7.166,0.7190901479207367,0,0,0
2022-04-22T03:02:10.713+07:00,917,360112,1.957,293.68,0.006663715608825933,0,0,0
2022-05-05T15:38:56.413+07:00,716,3425915,1.383,8.0,0.172875,0,0,0
2022-05-01T13:20:06.272+07:00,996,2070442,1.081,53.0,0.020396226415094337,0,0,0
2022-05-02T07:06:39.065+07:00,539,1092124,21.737,30.833,0.7049914053124898,1,0,0
2022-04-23T17:18:44.449+07:00,447,1039073,0.0,17.9,0.0,0,0,0
2022-04-24T18:23:19.239+07:00,15,4034314,0.0,85.1,0.0,0,0,0
2022-04-26T09:13:01.740+07:00,924,2277841,0.0,98.44,0.0,0,0,0
2022-04-30T23:59:15.078+07:00,187,393728,10.84,11.133,0.9736818467618792,1,0,0
2022-05-08T08:42:36.228+07:00,829,1262008,3.196,344.533,0.009276324764246096,0,0,0
2022-05-05T23:43:34.416+07:00,879,1294292,0.031,8.6,0.003604651162790698,0,0,0
2022-05-02T01:49:53.505+07:00,986,4214134,5.714,46.0,0.12421739130434784,0,0,0
2022-05-01T02:15:39.569+07:00,104,4276215,0.0,198.2,0.0,0,0,0
2022-05-05T23:51:00.833+07:00,571,2736121,80.34,186.866,0.4299337493176929,1,0,0
2022-05-07T03:27:58.452+07:00,594,4035771,1.25,96.9,0.012899896800825593,0,0,0
2022-05-02T23:12:03.580+07:00,407,1906828,0.0,9.683,0.0,0,0,0
2022-05-02T15:26:38.929+07:00,16,3981552,1.258,18.283,0.06880708855220696,0,0,0
2022-04-29T10:23:54.033+07:00,834,1472164,6.72,9.9,0.6787878787878787,0,0,0
2022-04-23T21:52:36.440+07:00,925,2080591,7.273,8.931,0.8143544955772031,1,0,0
2022-05-01T01:37:33.469+07:00,718,476157,5.361,33.833,0.1584547631011143,0,0,0
2022-05-05T06:17:10.738+07:00,352,2233272,0.0,15.2,0.0,0,0,0
